time,State,Value,Variable,Date,Month,Year,State_Code
1982-11-01,Kansas,40.8,Average Temperature,1982-11-01,11,1982,KS
1982-12-01,Kansas,34.6,Average Temperature,1982-12-01,12,1982,KS
1983-01-01,Kansas,31.0,Average Temperature,1983-01-01,1,1983,KS
1983-02-01,Kansas,35.5,Average Temperature,1983-02-01,2,1983,KS
1983-03-01,Kansas,41.8,Average Temperature,1983-03-01,3,1983,KS
1983-04-01,Kansas,46.8,Average Temperature,1983-04-01,4,1983,KS
1983-05-01,Kansas,59.4,Average Temperature,1983-05-01,5,1983,KS
1983-06-01,Kansas,70.3,Average Temperature,1983-06-01,6,1983,KS
1983-07-01,Kansas,81.3,Average Temperature,1983-07-01,7,1983,KS
1983-08-01,Kansas,83.8,Average Temperature,1983-08-01,8,1983,KS
1983-09-01,Kansas,71.1,Average Temperature,1983-09-01,9,1983,KS
1983-10-01,Kansas,57.6,Average Temperature,1983-10-01,10,1983,KS
1983-11-01,Kansas,43.7,Average Temperature,1983-11-01,11,1983,KS
1983-12-01,Kansas,16.0,Average Temperature,1983-12-01,12,1983,KS
1984-01-01,Kansas,26.8,Average Temperature,1984-01-01,1,1984,KS
1984-02-01,Kansas,39.7,Average Temperature,1984-02-01,2,1984,KS
1984-03-01,Kansas,38.5,Average Temperature,1984-03-01,3,1984,KS
1984-04-01,Kansas,49.0,Average Temperature,1984-04-01,4,1984,KS
1984-05-01,Kansas,62.2,Average Temperature,1984-05-01,5,1984,KS
1984-06-01,Kansas,74.4,Average Temperature,1984-06-01,6,1984,KS
1984-07-01,Kansas,78.7,Average Temperature,1984-07-01,7,1984,KS
1984-08-01,Kansas,79.5,Average Temperature,1984-08-01,8,1984,KS
1984-09-01,Kansas,66.8,Average Temperature,1984-09-01,9,1984,KS
1984-10-01,Kansas,54.6,Average Temperature,1984-10-01,10,1984,KS
1984-11-01,Kansas,43.4,Average Temperature,1984-11-01,11,1984,KS
1984-12-01,Kansas,34.1,Average Temperature,1984-12-01,12,1984,KS
1985-01-01,Kansas,23.4,Average Temperature,1985-01-01,1,1985,KS
1985-02-01,Kansas,28.2,Average Temperature,1985-02-01,2,1985,KS
1985-03-01,Kansas,46.5,Average Temperature,1985-03-01,3,1985,KS
1985-04-01,Kansas,57.5,Average Temperature,1985-04-01,4,1985,KS
1985-05-01,Kansas,65.6,Average Temperature,1985-05-01,5,1985,KS
1985-06-01,Kansas,71.1,Average Temperature,1985-06-01,6,1985,KS
1985-07-01,Kansas,79.0,Average Temperature,1985-07-01,7,1985,KS
1985-08-01,Kansas,74.6,Average Temperature,1985-08-01,8,1985,KS
1985-09-01,Kansas,66.6,Average Temperature,1985-09-01,9,1985,KS
1985-10-01,Kansas,55.0,Average Temperature,1985-10-01,10,1985,KS
1985-11-01,Kansas,35.9,Average Temperature,1985-11-01,11,1985,KS
1985-12-01,Kansas,27.0,Average Temperature,1985-12-01,12,1985,KS
1986-01-01,Kansas,37.8,Average Temperature,1986-01-01,1,1986,KS
1986-02-01,Kansas,35.5,Average Temperature,1986-02-01,2,1986,KS
1986-03-01,Kansas,49.8,Average Temperature,1986-03-01,3,1986,KS
1986-04-01,Kansas,56.9,Average Temperature,1986-04-01,4,1986,KS
1986-05-01,Kansas,64.3,Average Temperature,1986-05-01,5,1986,KS
1986-06-01,Kansas,75.8,Average Temperature,1986-06-01,6,1986,KS
1986-07-01,Kansas,80.7,Average Temperature,1986-07-01,7,1986,KS
1986-08-01,Kansas,74.4,Average Temperature,1986-08-01,8,1986,KS
1986-09-01,Kansas,70.4,Average Temperature,1986-09-01,9,1986,KS
1986-10-01,Kansas,55.4,Average Temperature,1986-10-01,10,1986,KS
1986-11-01,Kansas,39.3,Average Temperature,1986-11-01,11,1986,KS
1986-12-01,Kansas,34.0,Average Temperature,1986-12-01,12,1986,KS
1987-01-01,Kansas,31.0,Average Temperature,1987-01-01,1,1987,KS
1987-02-01,Kansas,40.0,Average Temperature,1987-02-01,2,1987,KS
1987-03-01,Kansas,43.8,Average Temperature,1987-03-01,3,1987,KS
1987-04-01,Kansas,55.0,Average Temperature,1987-04-01,4,1987,KS
1987-05-01,Kansas,67.2,Average Temperature,1987-05-01,5,1987,KS
1987-06-01,Kansas,74.8,Average Temperature,1987-06-01,6,1987,KS
1987-07-01,Kansas,78.2,Average Temperature,1987-07-01,7,1987,KS
1987-08-01,Kansas,76.0,Average Temperature,1987-08-01,8,1987,KS
1987-09-01,Kansas,67.5,Average Temperature,1987-09-01,9,1987,KS
1987-10-01,Kansas,53.6,Average Temperature,1987-10-01,10,1987,KS
1987-11-01,Kansas,44.9,Average Temperature,1987-11-01,11,1987,KS
1987-12-01,Kansas,33.4,Average Temperature,1987-12-01,12,1987,KS
1988-01-01,Kansas,25.4,Average Temperature,1988-01-01,1,1988,KS
1988-02-01,Kansas,32.2,Average Temperature,1988-02-01,2,1988,KS
1988-03-01,Kansas,43.1,Average Temperature,1988-03-01,3,1988,KS
1988-04-01,Kansas,52.4,Average Temperature,1988-04-01,4,1988,KS
1988-05-01,Kansas,66.2,Average Temperature,1988-05-01,5,1988,KS
1988-06-01,Kansas,77.2,Average Temperature,1988-06-01,6,1988,KS
1988-07-01,Kansas,78.1,Average Temperature,1988-07-01,7,1988,KS
1988-08-01,Kansas,79.2,Average Temperature,1988-08-01,8,1988,KS
1988-09-01,Kansas,68.5,Average Temperature,1988-09-01,9,1988,KS
1988-10-01,Kansas,53.7,Average Temperature,1988-10-01,10,1988,KS
1988-11-01,Kansas,44.5,Average Temperature,1988-11-01,11,1988,KS
1988-12-01,Kansas,36.3,Average Temperature,1988-12-01,12,1988,KS
1989-01-01,Kansas,36.2,Average Temperature,1989-01-01,1,1989,KS
1989-02-01,Kansas,24.6,Average Temperature,1989-02-01,2,1989,KS
1989-03-01,Kansas,43.8,Average Temperature,1989-03-01,3,1989,KS
1989-04-01,Kansas,57.2,Average Temperature,1989-04-01,4,1989,KS
1989-05-01,Kansas,64.0,Average Temperature,1989-05-01,5,1989,KS
1989-06-01,Kansas,69.4,Average Temperature,1989-06-01,6,1989,KS
1989-07-01,Kansas,77.1,Average Temperature,1989-07-01,7,1989,KS
1989-08-01,Kansas,75.0,Average Temperature,1989-08-01,8,1989,KS
1989-09-01,Kansas,64.5,Average Temperature,1989-09-01,9,1989,KS
1989-10-01,Kansas,57.6,Average Temperature,1989-10-01,10,1989,KS
1989-11-01,Kansas,43.3,Average Temperature,1989-11-01,11,1989,KS
1989-12-01,Kansas,25.0,Average Temperature,1989-12-01,12,1989,KS
1990-01-01,Kansas,36.1,Average Temperature,1990-01-01,1,1990,KS
1990-02-01,Kansas,36.1,Average Temperature,1990-02-01,2,1990,KS
1990-03-01,Kansas,45.3,Average Temperature,1990-03-01,3,1990,KS
1990-04-01,Kansas,52.7,Average Temperature,1990-04-01,4,1990,KS
1990-05-01,Kansas,60.4,Average Temperature,1990-05-01,5,1990,KS
1990-06-01,Kansas,76.8,Average Temperature,1990-06-01,6,1990,KS
1990-07-01,Kansas,77.7,Average Temperature,1990-07-01,7,1990,KS
1990-08-01,Kansas,77.0,Average Temperature,1990-08-01,8,1990,KS
1990-09-01,Kansas,71.9,Average Temperature,1990-09-01,9,1990,KS
1990-10-01,Kansas,56.1,Average Temperature,1990-10-01,10,1990,KS
1990-11-01,Kansas,48.0,Average Temperature,1990-11-01,11,1990,KS
1990-12-01,Kansas,28.0,Average Temperature,1990-12-01,12,1990,KS
1991-01-01,Kansas,26.0,Average Temperature,1991-01-01,1,1991,KS
1991-02-01,Kansas,41.8,Average Temperature,1991-02-01,2,1991,KS
1991-03-01,Kansas,46.8,Average Temperature,1991-03-01,3,1991,KS
1991-04-01,Kansas,55.8,Average Temperature,1991-04-01,4,1991,KS
1991-05-01,Kansas,67.0,Average Temperature,1991-05-01,5,1991,KS
1991-06-01,Kansas,76.2,Average Temperature,1991-06-01,6,1991,KS
1991-07-01,Kansas,80.1,Average Temperature,1991-07-01,7,1991,KS
1991-08-01,Kansas,77.0,Average Temperature,1991-08-01,8,1991,KS
1991-09-01,Kansas,68.3,Average Temperature,1991-09-01,9,1991,KS
1991-10-01,Kansas,56.8,Average Temperature,1991-10-01,10,1991,KS
1991-11-01,Kansas,36.3,Average Temperature,1991-11-01,11,1991,KS
1991-12-01,Kansas,36.3,Average Temperature,1991-12-01,12,1991,KS
1992-01-01,Kansas,36.4,Average Temperature,1992-01-01,1,1992,KS
1992-02-01,Kansas,41.7,Average Temperature,1992-02-01,2,1992,KS
1992-03-01,Kansas,47.8,Average Temperature,1992-03-01,3,1992,KS
1992-04-01,Kansas,54.6,Average Temperature,1992-04-01,4,1992,KS
1992-05-01,Kansas,62.7,Average Temperature,1992-05-01,5,1992,KS
1992-06-01,Kansas,68.7,Average Temperature,1992-06-01,6,1992,KS
1992-07-01,Kansas,75.5,Average Temperature,1992-07-01,7,1992,KS
1992-08-01,Kansas,70.9,Average Temperature,1992-08-01,8,1992,KS
1992-09-01,Kansas,67.9,Average Temperature,1992-09-01,9,1992,KS
1992-10-01,Kansas,56.4,Average Temperature,1992-10-01,10,1992,KS
1992-11-01,Kansas,37.8,Average Temperature,1992-11-01,11,1992,KS
1992-12-01,Kansas,29.5,Average Temperature,1992-12-01,12,1992,KS
1993-01-01,Kansas,24.8,Average Temperature,1993-01-01,1,1993,KS
1993-02-01,Kansas,28.1,Average Temperature,1993-02-01,2,1993,KS
1993-03-01,Kansas,41.0,Average Temperature,1993-03-01,3,1993,KS
1993-04-01,Kansas,50.0,Average Temperature,1993-04-01,4,1993,KS
1993-05-01,Kansas,62.3,Average Temperature,1993-05-01,5,1993,KS
1993-06-01,Kansas,71.6,Average Temperature,1993-06-01,6,1993,KS
1993-07-01,Kansas,77.6,Average Temperature,1993-07-01,7,1993,KS
1993-08-01,Kansas,76.9,Average Temperature,1993-08-01,8,1993,KS
1993-09-01,Kansas,63.5,Average Temperature,1993-09-01,9,1993,KS
1993-10-01,Kansas,53.6,Average Temperature,1993-10-01,10,1993,KS
1993-11-01,Kansas,38.3,Average Temperature,1993-11-01,11,1993,KS
1993-12-01,Kansas,35.5,Average Temperature,1993-12-01,12,1993,KS
1994-01-01,Kansas,28.8,Average Temperature,1994-01-01,1,1994,KS
1994-02-01,Kansas,29.9,Average Temperature,1994-02-01,2,1994,KS
1994-03-01,Kansas,47.2,Average Temperature,1994-03-01,3,1994,KS
1994-04-01,Kansas,53.4,Average Temperature,1994-04-01,4,1994,KS
1994-05-01,Kansas,64.7,Average Temperature,1994-05-01,5,1994,KS
1994-06-01,Kansas,77.0,Average Temperature,1994-06-01,6,1994,KS
1994-07-01,Kansas,75.8,Average Temperature,1994-07-01,7,1994,KS
1994-08-01,Kansas,76.9,Average Temperature,1994-08-01,8,1994,KS
1994-09-01,Kansas,68.0,Average Temperature,1994-09-01,9,1994,KS
1994-10-01,Kansas,57.5,Average Temperature,1994-10-01,10,1994,KS
1994-11-01,Kansas,43.8,Average Temperature,1994-11-01,11,1994,KS
1994-12-01,Kansas,36.0,Average Temperature,1994-12-01,12,1994,KS
1995-01-01,Kansas,31.2,Average Temperature,1995-01-01,1,1995,KS
1995-02-01,Kansas,39.2,Average Temperature,1995-02-01,2,1995,KS
1995-03-01,Kansas,43.3,Average Temperature,1995-03-01,3,1995,KS
1995-04-01,Kansas,50.4,Average Temperature,1995-04-01,4,1995,KS
1995-05-01,Kansas,57.3,Average Temperature,1995-05-01,5,1995,KS
1995-06-01,Kansas,70.4,Average Temperature,1995-06-01,6,1995,KS
1995-07-01,Kansas,78.1,Average Temperature,1995-07-01,7,1995,KS
1995-08-01,Kansas,80.2,Average Temperature,1995-08-01,8,1995,KS
1995-09-01,Kansas,66.2,Average Temperature,1995-09-01,9,1995,KS
1995-10-01,Kansas,56.2,Average Temperature,1995-10-01,10,1995,KS
1995-11-01,Kansas,42.1,Average Temperature,1995-11-01,11,1995,KS
1995-12-01,Kansas,32.5,Average Temperature,1995-12-01,12,1995,KS
1996-01-01,Kansas,27.0,Average Temperature,1996-01-01,1,1996,KS
1996-02-01,Kansas,36.2,Average Temperature,1996-02-01,2,1996,KS
1996-03-01,Kansas,37.8,Average Temperature,1996-03-01,3,1996,KS
1996-04-01,Kansas,53.5,Average Temperature,1996-04-01,4,1996,KS
1996-05-01,Kansas,65.2,Average Temperature,1996-05-01,5,1996,KS
1996-06-01,Kansas,74.4,Average Temperature,1996-06-01,6,1996,KS
1996-07-01,Kansas,76.8,Average Temperature,1996-07-01,7,1996,KS
1996-08-01,Kansas,74.5,Average Temperature,1996-08-01,8,1996,KS
1996-09-01,Kansas,65.0,Average Temperature,1996-09-01,9,1996,KS
1996-10-01,Kansas,56.3,Average Temperature,1996-10-01,10,1996,KS
1996-11-01,Kansas,38.2,Average Temperature,1996-11-01,11,1996,KS
1996-12-01,Kansas,32.1,Average Temperature,1996-12-01,12,1996,KS
1997-01-01,Kansas,28.6,Average Temperature,1997-01-01,1,1997,KS
1997-02-01,Kansas,34.8,Average Temperature,1997-02-01,2,1997,KS
1997-03-01,Kansas,46.6,Average Temperature,1997-03-01,3,1997,KS
1997-04-01,Kansas,48.6,Average Temperature,1997-04-01,4,1997,KS
1997-05-01,Kansas,60.7,Average Temperature,1997-05-01,5,1997,KS
1997-06-01,Kansas,72.3,Average Temperature,1997-06-01,6,1997,KS
1997-07-01,Kansas,78.2,Average Temperature,1997-07-01,7,1997,KS
1997-08-01,Kansas,75.1,Average Temperature,1997-08-01,8,1997,KS
1997-09-01,Kansas,69.9,Average Temperature,1997-09-01,9,1997,KS
1997-10-01,Kansas,56.8,Average Temperature,1997-10-01,10,1997,KS
1997-11-01,Kansas,40.2,Average Temperature,1997-11-01,11,1997,KS
1997-12-01,Kansas,32.2,Average Temperature,1997-12-01,12,1997,KS
1998-01-01,Kansas,32.6,Average Temperature,1998-01-01,1,1998,KS
1998-02-01,Kansas,39.6,Average Temperature,1998-02-01,2,1998,KS
1998-03-01,Kansas,38.2,Average Temperature,1998-03-01,3,1998,KS
1998-04-01,Kansas,51.9,Average Temperature,1998-04-01,4,1998,KS
1998-05-01,Kansas,67.9,Average Temperature,1998-05-01,5,1998,KS
1998-06-01,Kansas,73.6,Average Temperature,1998-06-01,6,1998,KS
1998-07-01,Kansas,79.6,Average Temperature,1998-07-01,7,1998,KS
1998-08-01,Kansas,77.9,Average Temperature,1998-08-01,8,1998,KS
1998-09-01,Kansas,74.4,Average Temperature,1998-09-01,9,1998,KS
1998-10-01,Kansas,58.5,Average Temperature,1998-10-01,10,1998,KS
1998-11-01,Kansas,47.1,Average Temperature,1998-11-01,11,1998,KS
1998-12-01,Kansas,34.5,Average Temperature,1998-12-01,12,1998,KS
1999-01-01,Kansas,31.7,Average Temperature,1999-01-01,1,1999,KS
1999-02-01,Kansas,42.8,Average Temperature,1999-02-01,2,1999,KS
1999-03-01,Kansas,42.8,Average Temperature,1999-03-01,3,1999,KS
1999-04-01,Kansas,53.5,Average Temperature,1999-04-01,4,1999,KS
1999-05-01,Kansas,63.1,Average Temperature,1999-05-01,5,1999,KS
1999-06-01,Kansas,71.0,Average Temperature,1999-06-01,6,1999,KS
1999-07-01,Kansas,80.4,Average Temperature,1999-07-01,7,1999,KS
1999-08-01,Kansas,77.5,Average Temperature,1999-08-01,8,1999,KS
1999-09-01,Kansas,65.4,Average Temperature,1999-09-01,9,1999,KS
1999-10-01,Kansas,56.5,Average Temperature,1999-10-01,10,1999,KS
1999-11-01,Kansas,50.4,Average Temperature,1999-11-01,11,1999,KS
1999-12-01,Kansas,36.8,Average Temperature,1999-12-01,12,1999,KS
2000-01-01,Kansas,33.3,Average Temperature,2000-01-01,1,2000,KS
2000-02-01,Kansas,41.0,Average Temperature,2000-02-01,2,2000,KS
2000-03-01,Kansas,46.3,Average Temperature,2000-03-01,3,2000,KS
2000-04-01,Kansas,53.8,Average Temperature,2000-04-01,4,2000,KS
2000-05-01,Kansas,66.5,Average Temperature,2000-05-01,5,2000,KS
2000-06-01,Kansas,72.0,Average Temperature,2000-06-01,6,2000,KS
2000-07-01,Kansas,79.0,Average Temperature,2000-07-01,7,2000,KS
2000-08-01,Kansas,83.0,Average Temperature,2000-08-01,8,2000,KS
2000-09-01,Kansas,71.1,Average Temperature,2000-09-01,9,2000,KS
2000-10-01,Kansas,59.4,Average Temperature,2000-10-01,10,2000,KS
2000-11-01,Kansas,36.8,Average Temperature,2000-11-01,11,2000,KS
2000-12-01,Kansas,24.2,Average Temperature,2000-12-01,12,2000,KS
2001-01-01,Kansas,31.0,Average Temperature,2001-01-01,1,2001,KS
2001-02-01,Kansas,30.4,Average Temperature,2001-02-01,2,2001,KS
2001-03-01,Kansas,41.1,Average Temperature,2001-03-01,3,2001,KS
2001-04-01,Kansas,58.3,Average Temperature,2001-04-01,4,2001,KS
2001-05-01,Kansas,65.1,Average Temperature,2001-05-01,5,2001,KS
2001-06-01,Kansas,72.9,Average Temperature,2001-06-01,6,2001,KS
2001-07-01,Kansas,83.0,Average Temperature,2001-07-01,7,2001,KS
2001-08-01,Kansas,79.0,Average Temperature,2001-08-01,8,2001,KS
2001-09-01,Kansas,67.9,Average Temperature,2001-09-01,9,2001,KS
2001-10-01,Kansas,56.2,Average Temperature,2001-10-01,10,2001,KS
2001-11-01,Kansas,49.2,Average Temperature,2001-11-01,11,2001,KS
2001-12-01,Kansas,36.9,Average Temperature,2001-12-01,12,2001,KS
2002-01-01,Kansas,33.8,Average Temperature,2002-01-01,1,2002,KS
2002-02-01,Kansas,35.9,Average Temperature,2002-02-01,2,2002,KS
2002-03-01,Kansas,39.2,Average Temperature,2002-03-01,3,2002,KS
2002-04-01,Kansas,56.4,Average Temperature,2002-04-01,4,2002,KS
2002-05-01,Kansas,62.1,Average Temperature,2002-05-01,5,2002,KS
2002-06-01,Kansas,76.9,Average Temperature,2002-06-01,6,2002,KS
2002-07-01,Kansas,80.7,Average Temperature,2002-07-01,7,2002,KS
2002-08-01,Kansas,78.4,Average Temperature,2002-08-01,8,2002,KS
2002-09-01,Kansas,70.4,Average Temperature,2002-09-01,9,2002,KS
2002-10-01,Kansas,50.5,Average Temperature,2002-10-01,10,2002,KS
2002-11-01,Kansas,42.4,Average Temperature,2002-11-01,11,2002,KS
2002-12-01,Kansas,35.5,Average Temperature,2002-12-01,12,2002,KS
2003-01-01,Kansas,31.8,Average Temperature,2003-01-01,1,2003,KS
2003-02-01,Kansas,31.3,Average Temperature,2003-02-01,2,2003,KS
2003-03-01,Kansas,44.2,Average Temperature,2003-03-01,3,2003,KS
2003-04-01,Kansas,56.1,Average Temperature,2003-04-01,4,2003,KS
2003-05-01,Kansas,62.9,Average Temperature,2003-05-01,5,2003,KS
2003-06-01,Kansas,70.4,Average Temperature,2003-06-01,6,2003,KS
2003-07-01,Kansas,81.8,Average Temperature,2003-07-01,7,2003,KS
2003-08-01,Kansas,80.2,Average Temperature,2003-08-01,8,2003,KS
2003-09-01,Kansas,65.1,Average Temperature,2003-09-01,9,2003,KS
2003-10-01,Kansas,58.3,Average Temperature,2003-10-01,10,2003,KS
2003-11-01,Kansas,42.2,Average Temperature,2003-11-01,11,2003,KS
2003-12-01,Kansas,35.3,Average Temperature,2003-12-01,12,2003,KS
2004-01-01,Kansas,30.4,Average Temperature,2004-01-01,1,2004,KS
2004-02-01,Kansas,31.8,Average Temperature,2004-02-01,2,2004,KS
2004-03-01,Kansas,49.2,Average Temperature,2004-03-01,3,2004,KS
2004-04-01,Kansas,54.9,Average Temperature,2004-04-01,4,2004,KS
2004-05-01,Kansas,66.9,Average Temperature,2004-05-01,5,2004,KS
2004-06-01,Kansas,71.2,Average Temperature,2004-06-01,6,2004,KS
2004-07-01,Kansas,75.2,Average Temperature,2004-07-01,7,2004,KS
2004-08-01,Kansas,72.7,Average Temperature,2004-08-01,8,2004,KS
2004-09-01,Kansas,70.8,Average Temperature,2004-09-01,9,2004,KS
2004-10-01,Kansas,57.8,Average Temperature,2004-10-01,10,2004,KS
2004-11-01,Kansas,44.2,Average Temperature,2004-11-01,11,2004,KS
2004-12-01,Kansas,35.7,Average Temperature,2004-12-01,12,2004,KS
2005-01-01,Kansas,29.9,Average Temperature,2005-01-01,1,2005,KS
2005-02-01,Kansas,39.2,Average Temperature,2005-02-01,2,2005,KS
2005-03-01,Kansas,44.7,Average Temperature,2005-03-01,3,2005,KS
2005-04-01,Kansas,55.0,Average Temperature,2005-04-01,4,2005,KS
2005-05-01,Kansas,64.1,Average Temperature,2005-05-01,5,2005,KS
2005-06-01,Kansas,74.7,Average Temperature,2005-06-01,6,2005,KS
2005-07-01,Kansas,78.7,Average Temperature,2005-07-01,7,2005,KS
2005-08-01,Kansas,77.3,Average Temperature,2005-08-01,8,2005,KS
2005-09-01,Kansas,72.2,Average Temperature,2005-09-01,9,2005,KS
2005-10-01,Kansas,57.7,Average Temperature,2005-10-01,10,2005,KS
2005-11-01,Kansas,46.4,Average Temperature,2005-11-01,11,2005,KS
2005-12-01,Kansas,30.8,Average Temperature,2005-12-01,12,2005,KS
2006-01-01,Kansas,41.3,Average Temperature,2006-01-01,1,2006,KS
2006-02-01,Kansas,34.5,Average Temperature,2006-02-01,2,2006,KS
2006-03-01,Kansas,45.6,Average Temperature,2006-03-01,3,2006,KS
2006-04-01,Kansas,59.6,Average Temperature,2006-04-01,4,2006,KS
2006-05-01,Kansas,65.8,Average Temperature,2006-05-01,5,2006,KS
2006-06-01,Kansas,75.8,Average Temperature,2006-06-01,6,2006,KS
2006-07-01,Kansas,81.1,Average Temperature,2006-07-01,7,2006,KS
2006-08-01,Kansas,78.8,Average Temperature,2006-08-01,8,2006,KS
2006-09-01,Kansas,64.4,Average Temperature,2006-09-01,9,2006,KS
2006-10-01,Kansas,55.1,Average Temperature,2006-10-01,10,2006,KS
2006-11-01,Kansas,44.6,Average Temperature,2006-11-01,11,2006,KS
2006-12-01,Kansas,35.9,Average Temperature,2006-12-01,12,2006,KS
2007-01-01,Kansas,27.0,Average Temperature,2007-01-01,1,2007,KS
2007-02-01,Kansas,30.0,Average Temperature,2007-02-01,2,2007,KS
2007-03-01,Kansas,52.3,Average Temperature,2007-03-01,3,2007,KS
2007-04-01,Kansas,50.9,Average Temperature,2007-04-01,4,2007,KS
2007-05-01,Kansas,65.9,Average Temperature,2007-05-01,5,2007,KS
2007-06-01,Kansas,72.3,Average Temperature,2007-06-01,6,2007,KS
2007-07-01,Kansas,78.0,Average Temperature,2007-07-01,7,2007,KS
2007-08-01,Kansas,81.5,Average Temperature,2007-08-01,8,2007,KS
2007-09-01,Kansas,70.5,Average Temperature,2007-09-01,9,2007,KS
2007-10-01,Kansas,59.1,Average Temperature,2007-10-01,10,2007,KS
2007-11-01,Kansas,44.1,Average Temperature,2007-11-01,11,2007,KS
2007-12-01,Kansas,29.3,Average Temperature,2007-12-01,12,2007,KS
2008-01-01,Kansas,30.0,Average Temperature,2008-01-01,1,2008,KS
2008-02-01,Kansas,32.3,Average Temperature,2008-02-01,2,2008,KS
2008-03-01,Kansas,43.2,Average Temperature,2008-03-01,3,2008,KS
2008-04-01,Kansas,50.5,Average Temperature,2008-04-01,4,2008,KS
2008-05-01,Kansas,63.0,Average Temperature,2008-05-01,5,2008,KS
2008-06-01,Kansas,73.8,Average Temperature,2008-06-01,6,2008,KS
2008-07-01,Kansas,78.6,Average Temperature,2008-07-01,7,2008,KS
2008-08-01,Kansas,75.2,Average Temperature,2008-08-01,8,2008,KS
2008-09-01,Kansas,66.4,Average Temperature,2008-09-01,9,2008,KS
2008-10-01,Kansas,55.4,Average Temperature,2008-10-01,10,2008,KS
2008-11-01,Kansas,44.6,Average Temperature,2008-11-01,11,2008,KS
2008-12-01,Kansas,29.9,Average Temperature,2008-12-01,12,2008,KS
2009-01-01,Kansas,31.4,Average Temperature,2009-01-01,1,2009,KS
2009-02-01,Kansas,39.7,Average Temperature,2009-02-01,2,2009,KS
2009-03-01,Kansas,44.4,Average Temperature,2009-03-01,3,2009,KS
2009-04-01,Kansas,52.1,Average Temperature,2009-04-01,4,2009,KS
2009-05-01,Kansas,63.0,Average Temperature,2009-05-01,5,2009,KS
2009-06-01,Kansas,74.4,Average Temperature,2009-06-01,6,2009,KS
2009-07-01,Kansas,75.6,Average Temperature,2009-07-01,7,2009,KS
2009-08-01,Kansas,74.4,Average Temperature,2009-08-01,8,2009,KS
2009-09-01,Kansas,65.3,Average Temperature,2009-09-01,9,2009,KS
2009-10-01,Kansas,48.8,Average Temperature,2009-10-01,10,2009,KS
2009-11-01,Kansas,47.6,Average Temperature,2009-11-01,11,2009,KS
2009-12-01,Kansas,26.5,Average Temperature,2009-12-01,12,2009,KS
2010-01-01,Kansas,27.2,Average Temperature,2010-01-01,1,2010,KS
2010-02-01,Kansas,29.9,Average Temperature,2010-02-01,2,2010,KS
2010-03-01,Kansas,44.2,Average Temperature,2010-03-01,3,2010,KS
2010-04-01,Kansas,57.8,Average Temperature,2010-04-01,4,2010,KS
2010-05-01,Kansas,62.1,Average Temperature,2010-05-01,5,2010,KS
2010-06-01,Kansas,77.0,Average Temperature,2010-06-01,6,2010,KS
2010-07-01,Kansas,79.6,Average Temperature,2010-07-01,7,2010,KS
2010-08-01,Kansas,79.7,Average Temperature,2010-08-01,8,2010,KS
